variant,family,act,weight,scale,target_freq_mhz,converged,wns_ns,area_um2,submodule_areas,power_default_W,submodule_powers_default,power_vcd_W,submodule_powers_vcd,critical_path_ns,achieved_fmax_mhz,vcd_valid_cycles,sigma_act,sigma_w,K,blocks,source
baseline_act-INT8_w-E3M2_UE6M2,baseline,INT8,E3M2,UE6M2,647,false,-0.1000,6112.386001,CustomOperator_INT8_to_E3M2_0: 111.5100 (1 inst); CustomOperator_INT8_to_E3M2_1: 104.2020 (1 inst); CustomOperator_INT8_to_E3M2_2: 103.8240 (1 inst); CustomOperator_INT8_to_E3M2_3: 102.6900 (1 inst); FPNAdder: 1332.3240 (1 inst); FixedFPTree_exp7_mant10_out16_vec4_range6: 2765.7000 (1 inst); SNPS_CLOCK_GATE: 1.8900 (1 inst); ScaleAddition_INT8_to_E3M2_scale_UE6M2_wide16: 896.9940 (1 inst); ScaleToFP19b_INT8_x_E3M2_UE6M2_wide22: 591.9480 (1 inst),4.467000e-03,CustomOperator_INT8_to_E3M2_0: 5.160e-05 (1 inst); CustomOperator_INT8_to_E3M2_1: 4.720e-05 (1 inst); CustomOperator_INT8_to_E3M2_2: 4.590e-05 (1 inst); CustomOperator_INT8_to_E3M2_3: 4.300e-05 (1 inst); FPNAdder: 8.180e-04 (1 inst); FixedFPTree_exp7_mant10_out16_vec4_range6: 2.160e-03 (1 inst); SNPS_CLOCK_GATE: 6.460e-07 (1 inst); ScaleAddition_INT8_to_E3M2_scale_UE6M2_wide16: 8.090e-04 (1 inst); ScaleToFP19b_INT8_x_E3M2_UE6M2_wide22: 4.700e-04 (1 inst),2.763000e-03,CustomOperator_INT8_to_E3M2_0: 7.550e-05 (1 inst); CustomOperator_INT8_to_E3M2_1: 6.720e-05 (1 inst); CustomOperator_INT8_to_E3M2_2: 6.530e-05 (1 inst); CustomOperator_INT8_to_E3M2_3: 6.180e-05 (1 inst); FPNAdder: 4.130e-04 (1 inst); FixedFPTree_exp7_mant10_out16_vec4_range6: 1.470e-03 (1 inst); SNPS_CLOCK_GATE: 9.390e-06 (1 inst); ScaleAddition_INT8_to_E3M2_scale_UE6M2_wide16: 3.150e-04 (1 inst); ScaleToFP19b_INT8_x_E3M2_UE6M2_wide22: 1.970e-04 (1 inst),1.6456,607.7,1059,0.372,0.0366,2048,1,atfmax
baseline_act-INT8_w-E2M3_UE6M2,baseline,INT8,E2M3,UE6M2,647,false,-0.0600,7069.355993,CustomOperator_INT8_to_E2M3_0: 323.3160 (1 inst); CustomOperator_INT8_to_E2M3_1: 261.9540 (1 inst); CustomOperator_INT8_to_E2M3_2: 337.5540 (1 inst); CustomOperator_INT8_to_E2M3_3: 221.3820 (1 inst); FPNAdder: 1492.0920 (1 inst); FixedFPTree_exp7_mant11_out16_vec4_range2: 2673.3420 (1 inst); SNPS_CLOCK_GATE: 1.8900 (1 inst); ScaleAddition_INT8_to_E2M3_scale_UE6M2_wide16: 1052.3520 (1 inst); ScaleToFP19b_INT8_x_E2M3_UE6M2_wide22: 601.9020 (1 inst),4.642000e-03,CustomOperator_INT8_to_E2M3_0: 1.590e-04 (1 inst); CustomOperator_INT8_to_E2M3_1: 1.210e-04 (1 inst); CustomOperator_INT8_to_E2M3_2: 1.590e-04 (1 inst); CustomOperator_INT8_to_E2M3_3: 1.060e-04 (1 inst); FPNAdder: 9.170e-04 (1 inst); FixedFPTree_exp7_mant11_out16_vec4_range2: 1.790e-03 (1 inst); SNPS_CLOCK_GATE: 6.560e-07 (1 inst); ScaleAddition_INT8_to_E2M3_scale_UE6M2_wide16: 8.990e-04 (1 inst); ScaleToFP19b_INT8_x_E2M3_UE6M2_wide22: 4.650e-04 (1 inst),3.147000e-03,CustomOperator_INT8_to_E2M3_0: 1.830e-04 (1 inst); CustomOperator_INT8_to_E2M3_1: 1.410e-04 (1 inst); CustomOperator_INT8_to_E2M3_2: 1.890e-04 (1 inst); CustomOperator_INT8_to_E2M3_3: 1.240e-04 (1 inst); FPNAdder: 4.560e-04 (1 inst); FixedFPTree_exp7_mant11_out16_vec4_range2: 1.330e-03 (1 inst); SNPS_CLOCK_GATE: 9.390e-06 (1 inst); ScaleAddition_INT8_to_E2M3_scale_UE6M2_wide16: 4.380e-04 (1 inst); ScaleToFP19b_INT8_x_E2M3_UE6M2_wide22: 1.850e-04 (1 inst),1.6056,622.8,1059,0.372,0.0366,2048,1,atfmax
baseline_act-E4M3_w-E2M1_UE7M1,baseline,E4M3,E2M1,UE7M1,651,false,-0.1300,6356.070003,CustomOperator_E4M3_to_E2M1_0: 39.8160 (1 inst); CustomOperator_E4M3_to_E2M1_1: 45.3600 (1 inst); CustomOperator_E4M3_to_E2M1_2: 79.0020 (1 inst); CustomOperator_E4M3_to_E2M1_3: 84.7980 (1 inst); FPNAdder: 1176.3360 (1 inst); FixedFPTree_exp7_mant6_out13_vec4_range16: 3859.0020 (1 inst); SNPS_CLOCK_GATE: 1.8900 (1 inst); ScaleAddition_E4M3_to_E2M1_scale_UE7M1_wide13: 475.3980 (1 inst); ScaleToFP14b_E4M3_x_E2M1_UE7M1_wide17: 504.0000 (1 inst),4.089000e-03,CustomOperator_E4M3_to_E2M1_0: 1.380e-05 (1 inst); CustomOperator_E4M3_to_E2M1_1: 1.620e-05 (1 inst); CustomOperator_E4M3_to_E2M1_2: 2.470e-05 (1 inst); CustomOperator_E4M3_to_E2M1_3: 2.370e-05 (1 inst); FPNAdder: 7.340e-04 (1 inst); FixedFPTree_exp7_mant6_out13_vec4_range16: 2.470e-03 (1 inst); SNPS_CLOCK_GATE: 6.050e-07 (1 inst); ScaleAddition_E4M3_to_E2M1_scale_UE7M1_wide13: 4.100e-04 (1 inst); ScaleToFP14b_E4M3_x_E2M1_UE7M1_wide17: 3.770e-04 (1 inst),2.235000e-03,CustomOperator_E4M3_to_E2M1_0: 2.200e-05 (1 inst); CustomOperator_E4M3_to_E2M1_1: 2.500e-05 (1 inst); CustomOperator_E4M3_to_E2M1_2: 4.230e-05 (1 inst); CustomOperator_E4M3_to_E2M1_3: 3.990e-05 (1 inst); FPNAdder: 3.900e-04 (1 inst); FixedFPTree_exp7_mant6_out13_vec4_range16: 1.290e-03 (1 inst); SNPS_CLOCK_GATE: 8.420e-06 (1 inst); ScaleAddition_E4M3_to_E2M1_scale_UE7M1_wide13: 1.750e-04 (1 inst); ScaleToFP14b_E4M3_x_E2M1_UE7M1_wide17: 1.660e-04 (1 inst),1.6661,600.2,1059,0.372,0.0366,2048,1,atfmax
baseline_act-INT8_w-E2M1_UE5M3,baseline,INT8,E2M1,UE5M3,651,false,-0.0700,6715.800000,CustomOperator_INT8_to_E2M1_0: 88.2000 (1 inst); CustomOperator_INT8_to_E2M1_1: 79.7580 (1 inst); CustomOperator_INT8_to_E2M1_2: 71.1900 (1 inst); CustomOperator_INT8_to_E2M1_3: 54.4320 (1 inst); FPNAdder: 1671.7680 (1 inst); FixedFPTree_exp7_mant9_out14_vec4_range2: 2552.8860 (1 inst); SNPS_CLOCK_GATE: 1.8900 (1 inst); ScaleAddition_INT8_to_E2M1_scale_UE5M3_wide14: 1456.6860 (1 inst); ScaleToFP19b_INT8_x_E2M1_UE5M3_wide22: 629.1180 (1 inst),4.537000e-03,CustomOperator_INT8_to_E2M1_0: 3.440e-05 (1 inst); CustomOperator_INT8_to_E2M1_1: 3.220e-05 (1 inst); CustomOperator_INT8_to_E2M1_2: 2.810e-05 (1 inst); CustomOperator_INT8_to_E2M1_3: 1.920e-05 (1 inst); FPNAdder: 1.070e-03 (1 inst); FixedFPTree_exp7_mant9_out14_vec4_range2: 1.580e-03 (1 inst); SNPS_CLOCK_GATE: 6.570e-07 (1 inst); ScaleAddition_INT8_to_E2M1_scale_UE5M3_wide14: 1.260e-03 (1 inst); ScaleToFP19b_INT8_x_E2M1_UE5M3_wide22: 4.890e-04 (1 inst),2.859000e-03,CustomOperator_INT8_to_E2M1_0: 5.470e-05 (1 inst); CustomOperator_INT8_to_E2M1_1: 4.570e-05 (1 inst); CustomOperator_INT8_to_E2M1_2: 4.450e-05 (1 inst); CustomOperator_INT8_to_E2M1_3: 2.800e-05 (1 inst); FPNAdder: 5.500e-04 (1 inst); FixedFPTree_exp7_mant9_out14_vec4_range2: 1.250e-03 (1 inst); SNPS_CLOCK_GATE: 9.460e-06 (1 inst); ScaleAddition_INT8_to_E2M1_scale_UE5M3_wide14: 5.770e-04 (1 inst); ScaleToFP19b_INT8_x_E2M1_UE5M3_wide22: 2.020e-04 (1 inst),1.6061,622.6,1059,0.372,0.0366,2048,1,atfmax
baseline_act-INT8_w-INT8_UE6M2,baseline,INT8,INT8,UE6M2,660,true,-0.0200,6806.645999,CustomOperator_INT8_to_INT8_0: 582.2460 (1 inst); CustomOperator_INT8_to_INT8_1: 561.2040 (1 inst); CustomOperator_INT8_to_INT8_2: 507.0240 (1 inst); CustomOperator_INT8_to_INT8_3: 417.8160 (1 inst); FPNAdder: 1524.2220 (1 inst); FixedFPTree_exp8_mant14_out16_vec4_range0: 1311.2820 (1 inst); SNPS_CLOCK_GATE: 1.8900 (1 inst); ScaleAddition_INT8_to_INT8_scale_UE6M2_wide16: 1102.3740 (1 inst); ScaleToFP19b_INT8_x_INT8_UE6M2_wide22: 693.1260 (1 inst),5.246000e-03,CustomOperator_INT8_to_INT8_0: 3.740e-04 (1 inst); CustomOperator_INT8_to_INT8_1: 3.560e-04 (1 inst); CustomOperator_INT8_to_INT8_2: 3.220e-04 (1 inst); CustomOperator_INT8_to_INT8_3: 2.660e-04 (1 inst); FPNAdder: 9.990e-04 (1 inst); FixedFPTree_exp8_mant14_out16_vec4_range0: 1.300e-03 (1 inst); SNPS_CLOCK_GATE: 6.530e-07 (1 inst); ScaleAddition_INT8_to_INT8_scale_UE6M2_wide16: 1.040e-03 (1 inst); ScaleToFP19b_INT8_x_INT8_UE6M2_wide22: 5.570e-04 (1 inst),3.518000e-03,CustomOperator_INT8_to_INT8_0: 3.730e-04 (1 inst); CustomOperator_INT8_to_INT8_1: 3.650e-04 (1 inst); CustomOperator_INT8_to_INT8_2: 3.390e-04 (1 inst); CustomOperator_INT8_to_INT8_3: 2.720e-04 (1 inst); FPNAdder: 5.140e-04 (1 inst); FixedFPTree_exp8_mant14_out16_vec4_range0: 8.150e-04 (1 inst); SNPS_CLOCK_GATE: 9.570e-06 (1 inst); ScaleAddition_INT8_to_INT8_scale_UE6M2_wide16: 5.010e-04 (1 inst); ScaleToFP19b_INT8_x_INT8_UE6M2_wide22: 2.270e-04 (1 inst),1.5352,651.4,1059,0.372,0.0366,2048,1,atfmax
baseline_act-E2M3_w-E2M1_UE5M3,baseline,E2M3,E2M1,UE5M3,664,false,-0.0600,5054.994001,CustomOperator_E2M3_to_E2M1_0: 25.5780 (1 inst); CustomOperator_E2M3_to_E2M1_1: 24.9480 (1 inst); CustomOperator_E2M3_to_E2M1_2: 46.8720 (1 inst); CustomOperator_E2M3_to_E2M1_3: 39.1860 (1 inst); FPNAdder: 1270.5840 (1 inst); FixedFPTree_exp6_mant6_out9_vec4_range4: 1960.9380 (1 inst); SNPS_CLOCK_GATE: 1.8900 (1 inst); ScaleAddition_E2M3_to_E2M1_scale_UE5M3_wide9: 1030.0500 (1 inst); ScaleToFP14b_E2M3_x_E2M1_UE5M3_wide17: 566.1180 (1 inst),3.376000e-03,CustomOperator_E2M3_to_E2M1_0: 1.020e-05 (1 inst); CustomOperator_E2M3_to_E2M1_1: 9.160e-06 (1 inst); CustomOperator_E2M3_to_E2M1_2: 1.490e-05 (1 inst); CustomOperator_E2M3_to_E2M1_3: 1.280e-05 (1 inst); FPNAdder: 7.400e-04 (1 inst); FixedFPTree_exp6_mant6_out9_vec4_range4: 1.290e-03 (1 inst); SNPS_CLOCK_GATE: 6.020e-07 (1 inst); ScaleAddition_E2M3_to_E2M1_scale_UE5M3_wide9: 8.660e-04 (1 inst); ScaleToFP14b_E2M3_x_E2M1_UE5M3_wide17: 4.110e-04 (1 inst),2.240000e-03,CustomOperator_E2M3_to_E2M1_0: 1.870e-05 (1 inst); CustomOperator_E2M3_to_E2M1_1: 1.700e-05 (1 inst); CustomOperator_E2M3_to_E2M1_2: 3.000e-05 (1 inst); CustomOperator_E2M3_to_E2M1_3: 2.330e-05 (1 inst); FPNAdder: 4.160e-04 (1 inst); FixedFPTree_exp6_mant6_out9_vec4_range4: 9.450e-04 (1 inst); SNPS_CLOCK_GATE: 8.590e-06 (1 inst); ScaleAddition_E2M3_to_E2M1_scale_UE5M3_wide9: 4.800e-04 (1 inst); ScaleToFP14b_E2M3_x_E2M1_UE5M3_wide17: 2.180e-04 (1 inst),1.5660,638.6,1059,0.372,0.0366,2048,1,atfmax
baseline_act-E3M2_w-E3M2_UE7M1,baseline,E3M2,E3M2,UE7M1,664,false,-0.1400,5884.199999,CustomOperator_E3M2_to_E3M2_0: 45.7380 (1 inst); CustomOperator_E3M2_to_E3M2_1: 73.3320 (1 inst); CustomOperator_E3M2_to_E3M2_2: 109.4940 (1 inst); CustomOperator_E3M2_to_E3M2_3: 108.8640 (1 inst); FPNAdder: 1055.6280 (1 inst); FixedFPTree_exp7_mant6_out13_vec4_range12: 3435.6420 (1 inst); SNPS_CLOCK_GATE: 1.8900 (1 inst); ScaleAddition_E3M2_to_E3M2_scale_UE7M1_wide13: 495.4320 (1 inst); ScaleToFP14b_E3M2_x_E3M2_UE7M1_wide17: 473.0040 (1 inst),3.829000e-03,CustomOperator_E3M2_to_E3M2_0: 1.760e-05 (1 inst); CustomOperator_E3M2_to_E3M2_1: 2.630e-05 (1 inst); CustomOperator_E3M2_to_E3M2_2: 3.720e-05 (1 inst); CustomOperator_E3M2_to_E3M2_3: 3.910e-05 (1 inst); FPNAdder: 6.490e-04 (1 inst); FixedFPTree_exp7_mant6_out13_vec4_range12: 2.250e-03 (1 inst); SNPS_CLOCK_GATE: 5.810e-07 (1 inst); ScaleAddition_E3M2_to_E3M2_scale_UE7M1_wide13: 4.250e-04 (1 inst); ScaleToFP14b_E3M2_x_E3M2_UE7M1_wide17: 3.600e-04 (1 inst),2.288000e-03,CustomOperator_E3M2_to_E3M2_0: 2.600e-05 (1 inst); CustomOperator_E3M2_to_E3M2_1: 3.860e-05 (1 inst); CustomOperator_E3M2_to_E3M2_2: 5.450e-05 (1 inst); CustomOperator_E3M2_to_E3M2_3: 5.320e-05 (1 inst); FPNAdder: 3.460e-04 (1 inst); FixedFPTree_exp7_mant6_out13_vec4_range12: 1.340e-03 (1 inst); SNPS_CLOCK_GATE: 8.590e-06 (1 inst); ScaleAddition_E3M2_to_E3M2_scale_UE7M1_wide13: 1.820e-04 (1 inst); ScaleToFP14b_E3M2_x_E3M2_UE7M1_wide17: 1.570e-04 (1 inst),1.6460,607.5,1059,0.372,0.0366,2048,1,atfmax
baseline_act-E5M2_w-E2M1_UE8M0,baseline,E5M2,E2M1,UE8M0,664,true,0.0000,6185.213999,CustomOperator_E5M2_to_E2M1_0: 27.0900 (1 inst); CustomOperator_E5M2_to_E2M1_1: 36.6660 (1 inst); CustomOperator_E5M2_to_E2M1_2: 86.3100 (1 inst); CustomOperator_E5M2_to_E2M1_3: 82.4040 (1 inst); DirectToFP15b_E5M2_x_E2M1_UE8M0: 141.7500 (1 inst); FPNAdder: 1115.4780 (1 inst); FixedFPTree_exp7_mant5_out5_vec4_range31: 4602.9060 (1 inst); SNPS_CLOCK_GATE: 1.8900 (1 inst),2.892000e-03,CustomOperator_E5M2_to_E2M1_0: 1.060e-05 (1 inst); CustomOperator_E5M2_to_E2M1_1: 1.210e-05 (1 inst); CustomOperator_E5M2_to_E2M1_2: 2.140e-05 (1 inst); CustomOperator_E5M2_to_E2M1_3: 2.130e-05 (1 inst); DirectToFP15b_E5M2_x_E2M1_UE8M0: 9.730e-05 (1 inst); FPNAdder: 4.640e-04 (1 inst); FixedFPTree_exp7_mant5_out5_vec4_range31: 2.250e-03 (1 inst); SNPS_CLOCK_GATE: 6.140e-07 (1 inst),1.695000e-03,CustomOperator_E5M2_to_E2M1_0: 1.780e-05 (1 inst); CustomOperator_E5M2_to_E2M1_1: 1.940e-05 (1 inst); CustomOperator_E5M2_to_E2M1_2: 3.850e-05 (1 inst); CustomOperator_E5M2_to_E2M1_3: 3.720e-05 (1 inst); DirectToFP15b_E5M2_x_E2M1_UE8M0: 3.890e-05 (1 inst); FPNAdder: 2.840e-04 (1 inst); FixedFPTree_exp7_mant5_out5_vec4_range31: 1.180e-03 (1 inst); SNPS_CLOCK_GATE: 8.800e-06 (1 inst),1.5060,664.0,1059,0.372,0.0366,2048,1,atfmax
baseline_act-E4M3_w-E3M2_UE8M0,baseline,E4M3,E3M2,UE8M0,668,true,0.0000,5413.967999,CustomOperator_E4M3_to_E3M2_0: 46.4940 (1 inst); CustomOperator_E4M3_to_E3M2_1: 49.7700 (1 inst); CustomOperator_E4M3_to_E3M2_2: 99.7920 (1 inst); CustomOperator_E4M3_to_E3M2_3: 103.0680 (1 inst); DirectToFP14b_E4M3_x_E3M2_UE8M0: 148.8060 (1 inst); FPNAdder: 1067.2200 (1 inst); FixedFPTree_exp7_mant7_out7_vec4_range20: 3812.8860 (1 inst); SNPS_CLOCK_GATE: 1.8900 (1 inst),3.153000e-03,CustomOperator_E4M3_to_E3M2_0: 1.920e-05 (1 inst); CustomOperator_E4M3_to_E3M2_1: 1.990e-05 (1 inst); CustomOperator_E4M3_to_E3M2_2: 3.580e-05 (1 inst); CustomOperator_E4M3_to_E3M2_3: 3.850e-05 (1 inst); DirectToFP14b_E4M3_x_E3M2_UE8M0: 1.030e-04 (1 inst); FPNAdder: 4.950e-04 (1 inst); FixedFPTree_exp7_mant7_out7_vec4_range20: 2.430e-03 (1 inst); SNPS_CLOCK_GATE: 5.870e-07 (1 inst),1.855000e-03,CustomOperator_E4M3_to_E3M2_0: 2.750e-05 (1 inst); CustomOperator_E4M3_to_E3M2_1: 2.630e-05 (1 inst); CustomOperator_E4M3_to_E3M2_2: 5.120e-05 (1 inst); CustomOperator_E4M3_to_E3M2_3: 5.510e-05 (1 inst); DirectToFP14b_E4M3_x_E3M2_UE8M0: 2.770e-05 (1 inst); FPNAdder: 2.710e-04 (1 inst); FixedFPTree_exp7_mant7_out7_vec4_range20: 1.310e-03 (1 inst); SNPS_CLOCK_GATE: 8.630e-06 (1 inst),1.4970,668.0,1059,0.372,0.0366,2048,1,atfmax
baseline_act-E3M2_w-E2M3_UE7M1,baseline,E3M2,E2M3,UE7M1,668,false,-0.1000,5902.848004,CustomOperator_E3M2_to_E2M3_0: 44.3520 (1 inst); CustomOperator_E3M2_to_E2M3_1: 57.9600 (1 inst); CustomOperator_E3M2_to_E2M3_2: 77.7420 (1 inst); CustomOperator_E3M2_to_E2M3_3: 88.3260 (1 inst); FPNAdder: 1196.7480 (1 inst); FixedFPTree_exp7_mant7_out13_vec4_range8: 3369.2400 (1 inst); SNPS_CLOCK_GATE: 1.8900 (1 inst); ScaleAddition_E3M2_to_E2M3_scale_UE7M1_wide13: 478.1700 (1 inst); ScaleToFP14b_E3M2_x_E2M3_UE7M1_wide17: 503.4960 (1 inst),3.799000e-03,CustomOperator_E3M2_to_E2M3_0: 1.950e-05 (1 inst); CustomOperator_E3M2_to_E2M3_1: 2.030e-05 (1 inst); CustomOperator_E3M2_to_E2M3_2: 2.440e-05 (1 inst); CustomOperator_E3M2_to_E2M3_3: 2.710e-05 (1 inst); FPNAdder: 6.870e-04 (1 inst); FixedFPTree_exp7_mant7_out13_vec4_range8: 2.200e-03 (1 inst); SNPS_CLOCK_GATE: 5.860e-07 (1 inst); ScaleAddition_E3M2_to_E2M3_scale_UE7M1_wide13: 4.080e-04 (1 inst); ScaleToFP14b_E3M2_x_E2M3_UE7M1_wide17: 3.880e-04 (1 inst),2.430000e-03,CustomOperator_E3M2_to_E2M3_0: 3.340e-05 (1 inst); CustomOperator_E3M2_to_E2M3_1: 3.450e-05 (1 inst); CustomOperator_E3M2_to_E2M3_2: 4.340e-05 (1 inst); CustomOperator_E3M2_to_E2M3_3: 4.920e-05 (1 inst); FPNAdder: 3.690e-04 (1 inst); FixedFPTree_exp7_mant7_out13_vec4_range8: 1.470e-03 (1 inst); SNPS_CLOCK_GATE: 8.630e-06 (1 inst); ScaleAddition_E3M2_to_E2M3_scale_UE7M1_wide13: 1.760e-04 (1 inst); ScaleToFP14b_E3M2_x_E2M3_UE7M1_wide17: 1.660e-04 (1 inst),1.5970,626.2,1059,0.372,0.0366,2048,1,atfmax
baseline_act-E4M3_w-E4M3_UE8M0,baseline,E4M3,E4M3,UE8M0,668,true,0.0000,6518.484001,CustomOperator_E4M3_to_E4M3_0: 60.1020 (1 inst); CustomOperator_E4M3_to_E4M3_1: 68.7960 (1 inst); CustomOperator_E4M3_to_E4M3_2: 145.2780 (1 inst); CustomOperator_E4M3_to_E4M3_3: 140.4900 (1 inst); DirectToFP14b_E4M3_x_E4M3_UE8M0: 169.2180 (1 inst); FPNAdder: 1083.7260 (1 inst); FixedFPTree_exp7_mant8_out8_vec4_range28: 4751.8380 (1 inst); SNPS_CLOCK_GATE: 1.8900 (1 inst),3.729000e-03,CustomOperator_E4M3_to_E4M3_0: 2.360e-05 (1 inst); CustomOperator_E4M3_to_E4M3_1: 2.760e-05 (1 inst); CustomOperator_E4M3_to_E4M3_2: 5.560e-05 (1 inst); CustomOperator_E4M3_to_E4M3_3: 5.360e-05 (1 inst); DirectToFP14b_E4M3_x_E4M3_UE8M0: 1.210e-04 (1 inst); FPNAdder: 5.040e-04 (1 inst); FixedFPTree_exp7_mant8_out8_vec4_range28: 2.920e-03 (1 inst); SNPS_CLOCK_GATE: 5.930e-07 (1 inst),2.025000e-03,CustomOperator_E4M3_to_E4M3_0: 3.240e-05 (1 inst); CustomOperator_E4M3_to_E4M3_1: 3.580e-05 (1 inst); CustomOperator_E4M3_to_E4M3_2: 7.060e-05 (1 inst); CustomOperator_E4M3_to_E4M3_3: 6.340e-05 (1 inst); DirectToFP14b_E4M3_x_E4M3_UE8M0: 3.680e-05 (1 inst); FPNAdder: 3.090e-04 (1 inst); FixedFPTree_exp7_mant8_out8_vec4_range28: 1.390e-03 (1 inst); SNPS_CLOCK_GATE: 8.630e-06 (1 inst),1.4970,668.0,1059,0.372,0.0366,2048,1,atfmax
baseline_act-E2M3_w-E2M1_UE6M2,baseline,E2M3,E2M1,UE6M2,673,true,-0.0200,4820.886000,CustomOperator_E2M3_to_E2M1_0: 26.0820 (1 inst); CustomOperator_E2M3_to_E2M1_1: 27.5940 (1 inst); CustomOperator_E2M3_to_E2M1_2: 49.1400 (1 inst); CustomOperator_E2M3_to_E2M1_3: 43.8480 (1 inst); FPNAdder: 1236.6900 (1 inst); FixedFPTree_exp6_mant6_out11_vec4_range4: 2085.5520 (1 inst); SNPS_CLOCK_GATE: 1.8900 (1 inst); ScaleAddition_E2M3_to_E2M1_scale_UE6M2_wide11: 783.4680 (1 inst); ScaleToFP14b_E2M3_x_E2M1_UE6M2_wide17: 477.9180 (1 inst),3.202000e-03,CustomOperator_E2M3_to_E2M1_0: 9.400e-06 (1 inst); CustomOperator_E2M3_to_E2M1_1: 9.850e-06 (1 inst); CustomOperator_E2M3_to_E2M1_2: 1.520e-05 (1 inst); CustomOperator_E2M3_to_E2M1_3: 1.230e-05 (1 inst); FPNAdder: 8.050e-04 (1 inst); FixedFPTree_exp6_mant6_out11_vec4_range4: 1.330e-03 (1 inst); SNPS_CLOCK_GATE: 5.960e-07 (1 inst); ScaleAddition_E2M3_to_E2M1_scale_UE6M2_wide11: 6.200e-04 (1 inst); ScaleToFP14b_E2M3_x_E2M1_UE6M2_wide17: 3.800e-04 (1 inst),2.071000e-03,CustomOperator_E2M3_to_E2M1_0: 1.700e-05 (1 inst); CustomOperator_E2M3_to_E2M1_1: 1.830e-05 (1 inst); CustomOperator_E2M3_to_E2M1_2: 3.040e-05 (1 inst); CustomOperator_E2M3_to_E2M1_3: 2.320e-05 (1 inst); FPNAdder: 4.130e-04 (1 inst); FixedFPTree_exp6_mant6_out11_vec4_range4: 1.010e-03 (1 inst); SNPS_CLOCK_GATE: 8.700e-06 (1 inst); ScaleAddition_E2M3_to_E2M1_scale_UE6M2_wide11: 3.110e-04 (1 inst); ScaleToFP14b_E2M3_x_E2M1_UE6M2_wide17: 1.620e-04 (1 inst),1.5059,664.1,1059,0.372,0.0366,2048,1,atfmax
baseline_act-INT8_w-E3M2_UE7M1,baseline,INT8,E3M2,UE7M1,673,false,-0.0700,6282.737996,CustomOperator_INT8_to_E3M2_0: 157.2480 (1 inst); CustomOperator_INT8_to_E3M2_1: 204.8760 (1 inst); CustomOperator_INT8_to_E3M2_2: 185.4720 (1 inst); CustomOperator_INT8_to_E3M2_3: 182.9520 (1 inst); FPNAdder: 1371.8880 (1 inst); FixedFPTree_exp7_mant10_out18_vec4_range6: 2811.3120 (1 inst); SNPS_CLOCK_GATE: 1.8900 (1 inst); ScaleAddition_INT8_to_E3M2_scale_UE7M1_wide18: 624.4560 (1 inst); ScaleToFP19b_INT8_x_E3M2_UE7M1_wide22: 640.2060 (1 inst),4.201000e-03,CustomOperator_INT8_to_E3M2_0: 7.190e-05 (1 inst); CustomOperator_INT8_to_E3M2_1: 8.800e-05 (1 inst); CustomOperator_INT8_to_E3M2_2: 7.970e-05 (1 inst); CustomOperator_INT8_to_E3M2_3: 7.930e-05 (1 inst); FPNAdder: 8.010e-04 (1 inst); FixedFPTree_exp7_mant10_out18_vec4_range6: 2.120e-03 (1 inst); SNPS_CLOCK_GATE: 6.560e-07 (1 inst); ScaleAddition_INT8_to_E3M2_scale_UE7M1_wide18: 4.980e-04 (1 inst); ScaleToFP19b_INT8_x_E3M2_UE7M1_wide22: 4.380e-04 (1 inst),2.913000e-03,CustomOperator_INT8_to_E3M2_0: 1.060e-04 (1 inst); CustomOperator_INT8_to_E3M2_1: 1.320e-04 (1 inst); CustomOperator_INT8_to_E3M2_2: 1.230e-04 (1 inst); CustomOperator_INT8_to_E3M2_3: 1.180e-04 (1 inst); FPNAdder: 4.260e-04 (1 inst); FixedFPTree_exp7_mant10_out18_vec4_range6: 1.480e-03 (1 inst); SNPS_CLOCK_GATE: 9.770e-06 (1 inst); ScaleAddition_INT8_to_E3M2_scale_UE7M1_wide18: 2.170e-04 (1 inst); ScaleToFP19b_INT8_x_E3M2_UE7M1_wide22: 2.060e-04 (1 inst),1.5559,642.7,1059,0.372,0.0366,2048,1,atfmax
